transaction_id,date_time,payment_method,product_id,product_name,product_description,product_category,unit_price,quantity,discount,store_id,store_city,store_address,store_postalcode,transaction_type
503,2024-10-20 08:55:11,gift card,105,Sweater,Wool sweater,Clothing,39.99,3,20,2,Brugges,Markt 1,8000,sell
1483,2024-11-26 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,3,0,5,Liege,Place Saint-Lambert 27,4000,sell
236,2024-11-03 08:55:11,gift card,103,Jacket,Winter jacket,Clothing,89.99,4,0,2,Brugges,Markt 1,8000,sell
1062,2024-11-27 08:55:11,cash,101,T-shirt,Cotton T-shirt,Clothing,15.99,4,20,2,Brugges,Markt 1,8000,sell
1376,2024-11-24 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,2,10,3,Gent,Korenmarkt 14,9000,sell
688,2024-11-12 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,4,15,4,Antwerp,Meir 78,2000,sell
949,2024-11-08 08:55:11,cash,103,Jacket,Winter jacket,Clothing,89.99,4,15,1,Bruxelles,Rue de la Loi 155,1000,sell
1320,2024-12-06 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,2,20,2,Brugges,Markt 1,8000,sell
1155,2024-11-04 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,1,5,1,Bruxelles,Rue de la Loi 155,1000,sell
1062,2024-11-01 08:55:11,cash,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,4,5,1,Bruxelles,Rue de la Loi 155,1000,sell
151,2024-11-22 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,4,5,1,Bruxelles,Rue de la Loi 155,1000,sell
156,2024-12-06 08:55:11,gift card,103,Jacket,Winter jacket,Clothing,89.99,3,10,3,Gent,Korenmarkt 14,9000,sell
31,2024-12-06 08:55:11,gift card,105,Sweater,Wool sweater,Clothing,39.99,2,10,4,Antwerp,Meir 78,2000,sell
2,2024-11-17 08:55:11,cash,102,Jeans,Blue denim jeans,Clothing,49.99,1,20,1,Bruxelles,Rue de la Loi 155,1000,sell
1649,2024-11-01 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,1,5,3,Gent,Korenmarkt 14,9000,sell
476,2024-11-09 08:55:11,cash,101,T-shirt,Cotton T-shirt,Clothing,15.99,2,5,5,Liege,Place Saint-Lambert 27,4000,sell
429,2024-11-07 08:55:11,cash,103,Jacket,Winter jacket,Clothing,89.99,2,20,5,Liege,Place Saint-Lambert 27,4000,sell
828,2024-12-05 08:55:11,gift card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,4,10,4,Antwerp,Meir 78,2000,sell
402,2024-11-11 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,1,10,5,Liege,Place Saint-Lambert 27,4000,sell
78,2024-10-15 08:55:11,cash,103,Jacket,Winter jacket,Clothing,89.99,2,15,1,Bruxelles,Rue de la Loi 155,1000,sell
149,2024-11-18 08:55:11,cash,103,Jacket,Winter jacket,Clothing,89.99,3,15,1,Bruxelles,Rue de la Loi 155,1000,sell
557,2024-10-21 08:55:11,gift card,105,Sweater,Wool sweater,Clothing,39.99,5,20,5,Liege,Place Saint-Lambert 27,4000,sell
895,2024-11-21 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,1,5,4,Antwerp,Meir 78,2000,sell
1648,2024-11-27 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,5,5,1,Bruxelles,Rue de la Loi 155,1000,sell
352,2024-11-18 08:55:11,gift card,102,Jeans,Blue denim jeans,Clothing,49.99,1,5,4,Antwerp,Meir 78,2000,sell
652,2024-11-23 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,3,20,2,Brugges,Markt 1,8000,sell
1626,2024-10-24 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,5,0,5,Liege,Place Saint-Lambert 27,4000,sell
1476,2024-10-26 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,4,10,2,Brugges,Markt 1,8000,sell
2,2024-11-20 08:55:11,gift card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,3,20,4,Antwerp,Meir 78,2000,sell
403,2024-10-28 08:55:11,gift card,105,Sweater,Wool sweater,Clothing,39.99,3,15,3,Gent,Korenmarkt 14,9000,sell
1153,2024-10-31 08:55:11,gift card,105,Sweater,Wool sweater,Clothing,39.99,4,15,3,Gent,Korenmarkt 14,9000,sell
719,2024-11-30 08:55:11,gift card,101,T-shirt,Cotton T-shirt,Clothing,15.99,5,20,3,Gent,Korenmarkt 14,9000,sell
318,2024-11-14 08:55:11,gift card,105,Sweater,Wool sweater,Clothing,39.99,1,20,3,Gent,Korenmarkt 14,9000,sell
727,2024-10-28 08:55:11,gift card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,5,5,5,Liege,Place Saint-Lambert 27,4000,sell
159,2024-11-14 08:55:11,cash,102,Jeans,Blue denim jeans,Clothing,49.99,1,5,1,Bruxelles,Rue de la Loi 155,1000,sell
203,2024-10-08 08:55:11,cash,102,Jeans,Blue denim jeans,Clothing,49.99,4,20,4,Antwerp,Meir 78,2000,sell
205,2024-10-31 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,4,20,4,Antwerp,Meir 78,2000,sell
210,2024-10-16 08:55:11,cash,103,Jacket,Winter jacket,Clothing,89.99,4,0,5,Liege,Place Saint-Lambert 27,4000,sell
1084,2024-11-27 08:55:11,cash,102,Jeans,Blue denim jeans,Clothing,49.99,5,20,2,Brugges,Markt 1,8000,sell
117,2024-11-22 08:55:11,gift card,105,Sweater,Wool sweater,Clothing,39.99,4,5,5,Liege,Place Saint-Lambert 27,4000,sell
735,2024-10-23 08:55:11,gift card,103,Jacket,Winter jacket,Clothing,89.99,5,5,5,Liege,Place Saint-Lambert 27,4000,sell
589,2024-12-01 08:55:11,gift card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,3,20,4,Antwerp,Meir 78,2000,sell
1408,2024-11-06 08:55:11,cash,102,Jeans,Blue denim jeans,Clothing,49.99,2,0,4,Antwerp,Meir 78,2000,sell
1432,2024-10-30 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,2,20,3,Gent,Korenmarkt 14,9000,sell
962,2024-10-30 08:55:11,cash,105,Sweater,Wool sweater,Clothing,39.99,3,20,1,Bruxelles,Rue de la Loi 155,1000,sell
823,2024-10-16 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,1,20,1,Bruxelles,Rue de la Loi 155,1000,sell
988,2024-11-19 08:55:11,gift card,101,T-shirt,Cotton T-shirt,Clothing,15.99,4,20,1,Bruxelles,Rue de la Loi 155,1000,sell
850,2024-11-16 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,3,15,3,Gent,Korenmarkt 14,9000,sell
1012,2024-11-22 08:55:11,cash,103,Jacket,Winter jacket,Clothing,89.99,1,5,2,Brugges,Markt 1,8000,sell
270,2024-11-22 08:55:11,cash,105,Sweater,Wool sweater,Clothing,39.99,5,0,1,Bruxelles,Rue de la Loi 155,1000,sell
1274,2024-11-14 08:55:11,gift card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,1,20,2,Brugges,Markt 1,8000,sell
876,2024-10-27 08:55:11,gift card,101,T-shirt,Cotton T-shirt,Clothing,15.99,4,10,2,Brugges,Markt 1,8000,sell
1428,2024-11-26 08:55:11,cash,101,T-shirt,Cotton T-shirt,Clothing,15.99,5,0,3,Gent,Korenmarkt 14,9000,sell
976,2024-11-16 08:55:11,cash,103,Jacket,Winter jacket,Clothing,89.99,1,20,4,Antwerp,Meir 78,2000,sell
1446,2024-10-08 08:55:11,gift card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,5,5,1,Bruxelles,Rue de la Loi 155,1000,sell
733,2024-10-17 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,5,0,4,Antwerp,Meir 78,2000,sell
809,2024-10-11 08:55:11,cash,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,2,10,2,Brugges,Markt 1,8000,sell
1211,2024-11-01 08:55:11,gift card,105,Sweater,Wool sweater,Clothing,39.99,1,15,5,Liege,Place Saint-Lambert 27,4000,sell
588,2024-11-08 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,3,5,2,Brugges,Markt 1,8000,sell
1221,2024-11-11 08:55:11,cash,103,Jacket,Winter jacket,Clothing,89.99,2,5,2,Brugges,Markt 1,8000,sell
69,2024-10-25 08:55:11,gift card,102,Jeans,Blue denim jeans,Clothing,49.99,3,10,1,Bruxelles,Rue de la Loi 155,1000,sell
472,2024-10-26 08:55:11,cash,105,Sweater,Wool sweater,Clothing,39.99,4,0,3,Gent,Korenmarkt 14,9000,sell
171,2024-10-30 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,1,5,1,Bruxelles,Rue de la Loi 155,1000,sell
895,2024-11-14 08:55:11,cash,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,5,20,4,Antwerp,Meir 78,2000,sell
1391,2024-12-05 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,3,20,4,Antwerp,Meir 78,2000,sell
509,2024-12-06 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,2,20,3,Gent,Korenmarkt 14,9000,sell
999,2024-11-21 08:55:11,cash,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,4,20,5,Liege,Place Saint-Lambert 27,4000,sell
1433,2024-11-07 08:55:11,gift card,102,Jeans,Blue denim jeans,Clothing,49.99,4,0,1,Bruxelles,Rue de la Loi 155,1000,sell
1075,2024-10-26 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,1,0,1,Bruxelles,Rue de la Loi 155,1000,sell
682,2024-10-25 08:55:11,cash,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,5,15,5,Liege,Place Saint-Lambert 27,4000,sell
1031,2024-11-24 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,5,15,3,Gent,Korenmarkt 14,9000,sell
1312,2024-11-03 08:55:11,gift card,101,T-shirt,Cotton T-shirt,Clothing,15.99,4,20,3,Gent,Korenmarkt 14,9000,sell
1612,2024-10-07 08:55:11,cash,102,Jeans,Blue denim jeans,Clothing,49.99,4,0,5,Liege,Place Saint-Lambert 27,4000,sell
1436,2024-10-28 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,3,0,4,Antwerp,Meir 78,2000,sell
1072,2024-10-22 08:55:11,gift card,103,Jacket,Winter jacket,Clothing,89.99,5,20,3,Gent,Korenmarkt 14,9000,sell
379,2024-10-28 08:55:11,gift card,103,Jacket,Winter jacket,Clothing,89.99,3,5,4,Antwerp,Meir 78,2000,sell
806,2024-10-13 08:55:11,gift card,103,Jacket,Winter jacket,Clothing,89.99,5,0,2,Brugges,Markt 1,8000,sell
1151,2024-11-26 08:55:11,cash,101,T-shirt,Cotton T-shirt,Clothing,15.99,5,15,5,Liege,Place Saint-Lambert 27,4000,sell
1153,2024-10-22 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,4,5,2,Brugges,Markt 1,8000,sell
955,2024-12-01 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,5,5,1,Bruxelles,Rue de la Loi 155,1000,sell
1545,2024-10-29 08:55:11,cash,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,2,0,1,Bruxelles,Rue de la Loi 155,1000,sell
1345,2024-12-05 08:55:11,cash,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,3,10,5,Liege,Place Saint-Lambert 27,4000,sell
947,2024-10-24 08:55:11,cash,105,Sweater,Wool sweater,Clothing,39.99,5,20,5,Liege,Place Saint-Lambert 27,4000,sell
1184,2024-10-26 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,1,20,1,Bruxelles,Rue de la Loi 155,1000,sell
772,2024-11-21 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,4,0,1,Bruxelles,Rue de la Loi 155,1000,sell
36,2024-10-30 08:55:11,gift card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,4,15,2,Brugges,Markt 1,8000,sell
1627,2024-10-12 08:55:11,gift card,103,Jacket,Winter jacket,Clothing,89.99,5,20,2,Brugges,Markt 1,8000,sell
949,2024-11-04 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,2,15,3,Gent,Korenmarkt 14,9000,sell
293,2024-11-28 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,1,0,4,Antwerp,Meir 78,2000,sell
3,2024-12-01 08:55:11,cash,105,Sweater,Wool sweater,Clothing,39.99,3,20,5,Liege,Place Saint-Lambert 27,4000,sell
582,2024-11-13 08:55:11,gift card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,4,0,3,Gent,Korenmarkt 14,9000,sell
984,2024-10-16 08:55:11,cash,105,Sweater,Wool sweater,Clothing,39.99,1,15,2,Brugges,Markt 1,8000,sell
1261,2024-11-12 08:55:11,gift card,101,T-shirt,Cotton T-shirt,Clothing,15.99,3,15,5,Liege,Place Saint-Lambert 27,4000,sell
281,2024-11-01 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,3,20,2,Brugges,Markt 1,8000,sell
1556,2024-11-19 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,1,20,2,Brugges,Markt 1,8000,sell
429,2024-10-26 08:55:11,gift card,101,T-shirt,Cotton T-shirt,Clothing,15.99,5,20,4,Antwerp,Meir 78,2000,sell
1042,2024-11-09 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,3,5,4,Antwerp,Meir 78,2000,sell
1498,2024-10-18 08:55:11,gift card,105,Sweater,Wool sweater,Clothing,39.99,1,20,5,Liege,Place Saint-Lambert 27,4000,sell
1586,2024-11-23 08:55:11,cash,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,1,0,3,Gent,Korenmarkt 14,9000,sell
1360,2024-10-14 08:55:11,cash,101,T-shirt,Cotton T-shirt,Clothing,15.99,3,0,5,Liege,Place Saint-Lambert 27,4000,sell
1288,2024-11-16 08:55:11,cash,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,2,0,3,Gent,Korenmarkt 14,9000,sell
1589,2024-11-06 08:55:11,gift card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,5,20,2,Brugges,Markt 1,8000,sell
1299,2024-10-28 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,2,0,4,Antwerp,Meir 78,2000,sell
669,2024-10-22 08:55:11,cash,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,3,10,5,Liege,Place Saint-Lambert 27,4000,sell
567,2024-11-08 08:55:11,gift card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,4,20,1,Bruxelles,Rue de la Loi 155,1000,sell
839,2024-10-27 08:55:11,gift card,103,Jacket,Winter jacket,Clothing,89.99,4,20,3,Gent,Korenmarkt 14,9000,sell
203,2024-11-02 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,3,15,3,Gent,Korenmarkt 14,9000,sell
876,2024-11-06 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,2,10,5,Liege,Place Saint-Lambert 27,4000,sell
971,2024-11-10 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,5,15,2,Brugges,Markt 1,8000,sell
354,2024-10-24 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,5,5,1,Bruxelles,Rue de la Loi 155,1000,sell
1467,2024-11-25 08:55:11,gift card,103,Jacket,Winter jacket,Clothing,89.99,3,15,4,Antwerp,Meir 78,2000,sell
309,2024-10-22 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,2,20,1,Bruxelles,Rue de la Loi 155,1000,sell
1615,2024-10-18 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,3,20,1,Bruxelles,Rue de la Loi 155,1000,sell
475,2024-10-24 08:55:11,gift card,105,Sweater,Wool sweater,Clothing,39.99,1,20,5,Liege,Place Saint-Lambert 27,4000,sell
763,2024-10-25 08:55:11,cash,105,Sweater,Wool sweater,Clothing,39.99,1,10,4,Antwerp,Meir 78,2000,sell
266,2024-10-13 08:55:11,cash,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,4,20,3,Gent,Korenmarkt 14,9000,sell
1023,2024-11-13 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,4,15,1,Bruxelles,Rue de la Loi 155,1000,sell
691,2024-10-28 08:55:11,gift card,102,Jeans,Blue denim jeans,Clothing,49.99,1,5,4,Antwerp,Meir 78,2000,sell
1511,2024-10-29 08:55:11,gift card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,3,0,1,Bruxelles,Rue de la Loi 155,1000,sell
217,2024-10-08 08:55:11,cash,105,Sweater,Wool sweater,Clothing,39.99,4,5,1,Bruxelles,Rue de la Loi 155,1000,sell
1138,2024-10-13 08:55:11,cash,102,Jeans,Blue denim jeans,Clothing,49.99,2,0,3,Gent,Korenmarkt 14,9000,sell
658,2024-10-24 08:55:11,gift card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,5,20,1,Bruxelles,Rue de la Loi 155,1000,sell
1639,2024-11-19 08:55:11,cash,105,Sweater,Wool sweater,Clothing,39.99,3,0,4,Antwerp,Meir 78,2000,sell
745,2024-10-25 08:55:11,cash,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,3,10,2,Brugges,Markt 1,8000,sell
1429,2024-11-24 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,1,0,5,Liege,Place Saint-Lambert 27,4000,sell
652,2024-11-15 08:55:11,gift card,105,Sweater,Wool sweater,Clothing,39.99,2,20,4,Antwerp,Meir 78,2000,sell
1433,2024-11-07 08:55:11,gift card,102,Jeans,Blue denim jeans,Clothing,49.99,3,0,4,Antwerp,Meir 78,2000,sell
943,2024-11-06 08:55:11,gift card,102,Jeans,Blue denim jeans,Clothing,49.99,2,10,3,Gent,Korenmarkt 14,9000,sell
1511,2024-11-04 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,5,5,4,Antwerp,Meir 78,2000,sell
1636,2024-12-02 08:55:11,cash,103,Jacket,Winter jacket,Clothing,89.99,5,10,3,Gent,Korenmarkt 14,9000,sell
467,2024-10-28 08:55:11,gift card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,5,15,1,Bruxelles,Rue de la Loi 155,1000,sell
1189,2024-11-07 08:55:11,cash,103,Jacket,Winter jacket,Clothing,89.99,5,0,4,Antwerp,Meir 78,2000,sell
61,2024-11-28 08:55:11,cash,102,Jeans,Blue denim jeans,Clothing,49.99,4,20,3,Gent,Korenmarkt 14,9000,sell
116,2024-11-28 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,3,5,5,Liege,Place Saint-Lambert 27,4000,sell
1135,2024-10-28 08:55:11,cash,103,Jacket,Winter jacket,Clothing,89.99,5,0,1,Bruxelles,Rue de la Loi 155,1000,sell
1537,2024-11-23 08:55:11,gift card,102,Jeans,Blue denim jeans,Clothing,49.99,5,0,5,Liege,Place Saint-Lambert 27,4000,sell
724,2024-11-20 08:55:11,gift card,105,Sweater,Wool sweater,Clothing,39.99,2,15,1,Bruxelles,Rue de la Loi 155,1000,sell
1414,2024-10-24 08:55:11,cash,101,T-shirt,Cotton T-shirt,Clothing,15.99,5,10,1,Bruxelles,Rue de la Loi 155,1000,sell
426,2024-12-02 08:55:11,cash,102,Jeans,Blue denim jeans,Clothing,49.99,2,10,1,Bruxelles,Rue de la Loi 155,1000,sell
219,2024-11-21 08:55:11,gift card,101,T-shirt,Cotton T-shirt,Clothing,15.99,1,15,2,Brugges,Markt 1,8000,sell
1155,2024-12-06 08:55:11,card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,3,10,5,Liege,Place Saint-Lambert 27,4000,sell
460,2024-10-14 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,2,5,1,Bruxelles,Rue de la Loi 155,1000,sell
355,2024-11-16 08:55:11,cash,102,Jeans,Blue denim jeans,Clothing,49.99,3,5,2,Brugges,Markt 1,8000,sell
331,2024-11-04 08:55:11,gift card,103,Jacket,Winter jacket,Clothing,89.99,3,0,2,Brugges,Markt 1,8000,sell
282,2024-11-04 08:55:11,gift card,103,Jacket,Winter jacket,Clothing,89.99,2,0,1,Bruxelles,Rue de la Loi 155,1000,sell
705,2024-12-01 08:55:11,gift card,101,T-shirt,Cotton T-shirt,Clothing,15.99,2,20,1,Bruxelles,Rue de la Loi 155,1000,sell
187,2024-11-27 08:55:11,cash,102,Jeans,Blue denim jeans,Clothing,49.99,1,10,5,Liege,Place Saint-Lambert 27,4000,sell
1605,2024-10-17 08:55:11,gift card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,2,0,4,Antwerp,Meir 78,2000,sell
1250,2024-11-02 08:55:11,gift card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,5,10,3,Gent,Korenmarkt 14,9000,sell
1134,2024-11-09 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,3,10,1,Bruxelles,Rue de la Loi 155,1000,sell
680,2024-11-23 08:55:11,cash,101,T-shirt,Cotton T-shirt,Clothing,15.99,4,15,4,Antwerp,Meir 78,2000,sell
527,2024-11-16 08:55:11,cash,102,Jeans,Blue denim jeans,Clothing,49.99,2,0,3,Gent,Korenmarkt 14,9000,sell
1039,2024-11-12 08:55:11,gift card,103,Jacket,Winter jacket,Clothing,89.99,4,10,2,Brugges,Markt 1,8000,sell
702,2024-11-16 08:55:11,cash,102,Jeans,Blue denim jeans,Clothing,49.99,1,20,5,Liege,Place Saint-Lambert 27,4000,sell
117,2024-10-17 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,4,10,5,Liege,Place Saint-Lambert 27,4000,sell
856,2024-12-03 08:55:11,gift card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,5,5,4,Antwerp,Meir 78,2000,sell
616,2024-10-30 08:55:11,gift card,105,Sweater,Wool sweater,Clothing,39.99,5,5,1,Bruxelles,Rue de la Loi 155,1000,sell
961,2024-11-20 08:55:11,cash,101,T-shirt,Cotton T-shirt,Clothing,15.99,3,5,5,Liege,Place Saint-Lambert 27,4000,sell
168,2024-10-25 08:55:11,gift card,102,Jeans,Blue denim jeans,Clothing,49.99,3,20,2,Brugges,Markt 1,8000,sell
1423,2024-11-28 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,4,5,1,Bruxelles,Rue de la Loi 155,1000,sell
929,2024-11-29 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,1,5,5,Liege,Place Saint-Lambert 27,4000,sell
885,2024-10-14 08:55:11,gift card,101,T-shirt,Cotton T-shirt,Clothing,15.99,3,10,4,Antwerp,Meir 78,2000,sell
1271,2024-11-08 08:55:11,cash,102,Jeans,Blue denim jeans,Clothing,49.99,2,0,2,Brugges,Markt 1,8000,sell
354,2024-12-01 08:55:11,gift card,102,Jeans,Blue denim jeans,Clothing,49.99,1,10,3,Gent,Korenmarkt 14,9000,sell
967,2024-11-28 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,2,5,3,Gent,Korenmarkt 14,9000,sell
343,2024-11-23 08:55:11,cash,102,Jeans,Blue denim jeans,Clothing,49.99,2,10,1,Bruxelles,Rue de la Loi 155,1000,sell
1480,2024-10-12 08:55:11,gift card,105,Sweater,Wool sweater,Clothing,39.99,5,15,1,Bruxelles,Rue de la Loi 155,1000,sell
248,2024-11-28 08:55:11,cash,105,Sweater,Wool sweater,Clothing,39.99,3,15,4,Antwerp,Meir 78,2000,sell
117,2024-11-29 08:55:11,gift card,103,Jacket,Winter jacket,Clothing,89.99,2,20,1,Bruxelles,Rue de la Loi 155,1000,sell
879,2024-10-24 08:55:11,cash,103,Jacket,Winter jacket,Clothing,89.99,1,15,5,Liege,Place Saint-Lambert 27,4000,sell
91,2024-10-16 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,5,20,3,Gent,Korenmarkt 14,9000,sell
1521,2024-11-07 08:55:11,cash,105,Sweater,Wool sweater,Clothing,39.99,4,5,3,Gent,Korenmarkt 14,9000,sell
502,2024-10-15 08:55:11,cash,101,T-shirt,Cotton T-shirt,Clothing,15.99,3,5,1,Bruxelles,Rue de la Loi 155,1000,sell
1517,2024-10-15 08:55:11,gift card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,5,20,1,Bruxelles,Rue de la Loi 155,1000,sell
364,2024-10-28 08:55:11,gift card,102,Jeans,Blue denim jeans,Clothing,49.99,4,15,5,Liege,Place Saint-Lambert 27,4000,sell
1045,2024-11-20 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,5,10,4,Antwerp,Meir 78,2000,sell
1224,2024-10-19 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,5,0,3,Gent,Korenmarkt 14,9000,sell
607,2024-10-31 08:55:11,cash,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,1,0,4,Antwerp,Meir 78,2000,sell
406,2024-10-20 08:55:11,card,102,Jeans,Blue denim jeans,Clothing,49.99,1,20,1,Bruxelles,Rue de la Loi 155,1000,sell
425,2024-11-01 08:55:11,gift card,101,T-shirt,Cotton T-shirt,Clothing,15.99,2,0,4,Antwerp,Meir 78,2000,sell
605,2024-10-16 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,1,15,1,Bruxelles,Rue de la Loi 155,1000,sell
1627,2024-10-26 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,5,10,2,Brugges,Markt 1,8000,sell
323,2024-10-27 08:55:11,gift card,105,Sweater,Wool sweater,Clothing,39.99,2,5,5,Liege,Place Saint-Lambert 27,4000,sell
320,2024-11-21 08:55:11,cash,103,Jacket,Winter jacket,Clothing,89.99,4,20,1,Bruxelles,Rue de la Loi 155,1000,sell
385,2024-11-13 08:55:11,gift card,101,T-shirt,Cotton T-shirt,Clothing,15.99,4,20,1,Bruxelles,Rue de la Loi 155,1000,sell
959,2024-10-19 08:55:11,gift card,103,Jacket,Winter jacket,Clothing,89.99,5,20,5,Liege,Place Saint-Lambert 27,4000,sell
627,2024-10-13 08:55:11,cash,103,Jacket,Winter jacket,Clothing,89.99,1,0,1,Bruxelles,Rue de la Loi 155,1000,sell
71,2024-11-16 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,3,15,5,Liege,Place Saint-Lambert 27,4000,sell
83,2024-10-27 08:55:11,cash,102,Jeans,Blue denim jeans,Clothing,49.99,5,5,1,Bruxelles,Rue de la Loi 155,1000,sell
157,2024-10-19 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,5,5,1,Bruxelles,Rue de la Loi 155,1000,sell
174,2024-10-18 08:55:11,gift card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,2,10,2,Brugges,Markt 1,8000,sell
1270,2024-10-07 08:55:11,card,101,T-shirt,Cotton T-shirt,Clothing,15.99,5,20,5,Liege,Place Saint-Lambert 27,4000,sell
674,2024-10-20 08:55:11,gift card,104,Socks,Pack of 3 pairs of socks,Clothing,9.99,2,5,4,Antwerp,Meir 78,2000,sell
49,2024-10-22 08:55:11,card,105,Sweater,Wool sweater,Clothing,39.99,1,5,2,Brugges,Markt 1,8000,sell
608,2024-11-03 08:55:11,card,103,Jacket,Winter jacket,Clothing,89.99,5,20,5,Liege,Place Saint-Lambert 27,4000,sell
402,2024-11-21 08:55:11,gift card,103,Jacket,Winter jacket,Clothing,89.99,3,15,4,Antwerp,Meir 78,2000,sell
